video_name,video_name_org,source,sub_set,label_name,label
v_00692,train_Fight_sÉîFíîFÇüµ¥+sÅ½µ¥Ñs+«µ¦+µëôµP¦n+îS+ïS+ÇtºÆµ£ëS¦¦Fºüµ¡+tÑPS¦ån+ît¢æµÄºµïìS+ïµâ¿tâêtö+T¥ón+ü_urlgot_222,RWF_2000,train,fight,2
v_00693,train_Fight_sÉîFíîFÇüµ¥+sÅ½µ¥Ñs+«µ¦+µëôµP¦n+îS+ïS+ÇtºÆµ£ëS¦¦Fºüµ¡+tÑPS¦ån+ît¢æµÄºµïìS+ïµâ¿tâêtö+T¥ón+ü_urlgot_223,RWF_2000,train,fight,2
v_00694,train_Fight_sÉîFíîFÇüµ¥+sÅ½µ¥Ñs+«µ¦+µëôµP¦n+îS+ïS+ÇtºÆµ£ëS¦¦Fºüµ¡+tÑPS¦ån+ît¢æµÄºµïìS+ïµâ¿tâêtö+T¥ón+ü_urlgot_224,RWF_2000,train,fight,2
v_00695,train_Fight_sñºTÖåtÉåsÅæs¦ùsÅætöƒtáìS¦¦S¦ïS+¦n+îS+ïµëït£ƒtïán+ü_urlgot_121,RWF_2000,train,fight,2
v_00696,train_Fight_sñºTÖåtÉåsÅæs¦ùsÅætöƒtáìS¦¦S¦ïS+¦n+îS+ïµëït£ƒtïán+ü_urlgot_122,RWF_2000,train,fight,2
v_00697,train_Fight_sñºTÖåtÉåsÅæs¦ùsÅætöƒtáìS¦¦S¦ïS+¦n+îS+ïµëït£ƒtïán+ü_urlgot_123,RWF_2000,train,fight,2
v_00698,train_Fight_sñºTÖåtÉåsÅæs¦ùsÅætöƒtáìS¦¦S¦ïS+¦n+îS+ïµëït£ƒtïán+ü_urlgot_127,RWF_2000,train,fight,2
v_00699,train_Fight_t+æsÉºTü¡s¦Åµ++µ++µëôµP¦n+ît¢æµÄºsà¿t¿ïµïìµæä_urlgot_317,RWF_2000,train,fight,2
v_00700,train_Fight_t2z75yT2S_M_0,RWF_2000,train,fight,2
v_00701,train_Fight_t2z75yT2S_M_1,RWF_2000,train,fight,2
v_00702,train_Fight_tILABXoHE7s_0,RWF_2000,train,fight,2
v_00703,train_Fight_tILABXoHE7s_1,RWF_2000,train,fight,2
v_00704,train_Fight_tILABXoHE7s_2,RWF_2000,train,fight,2
v_00705,train_Fight_tILABXoHE7s_3,RWF_2000,train,fight,2
v_00706,train_Fight_tILABXoHE7s_4,RWF_2000,train,fight,2
v_00707,train_Fight_tILABXoHE7s_5,RWF_2000,train,fight,2
v_00708,train_Fight_tIvvuvuJFYc_0,RWF_2000,train,fight,2
v_00709,train_Fight_tIvvuvuJFYc_1,RWF_2000,train,fight,2
v_00710,train_Fight_tIvvuvuJFYc_2,RWF_2000,train,fight,2
v_00711,train_Fight_tUzd4cN2_0,RWF_2000,train,fight,2
v_00712,train_Fight_trhfd_1015,RWF_2000,train,fight,2
v_00713,train_Fight_trhfd_1016,RWF_2000,train,fight,2
v_00714,train_Fight_trhfd_1017,RWF_2000,train,fight,2
v_00715,train_Fight_trhfd_1018,RWF_2000,train,fight,2
v_00716,train_Fight_trhfd_1019,RWF_2000,train,fight,2
v_00717,train_Fight_truutrdf_1081,RWF_2000,train,fight,2
v_00718,train_Fight_truutrdf_1082,RWF_2000,train,fight,2
v_00719,train_Fight_truutrdf_1083,RWF_2000,train,fight,2
v_00720,train_Fight_truutrdf_1084,RWF_2000,train,fight,2
v_00721,train_Fight_truutrdf_1085,RWF_2000,train,fight,2
v_00722,train_Fight_truutrdf_1086,RWF_2000,train,fight,2
v_00723,train_Fight_truutrdf_1087,RWF_2000,train,fight,2
v_00724,train_Fight_tuQyUHkOpdk_0,RWF_2000,train,fight,2
v_00725,train_Fight_t¢æµÄº-Fï¦s¢+F¡ªs»ƒµÜ¦sè¢µ«¦µëôsÑ¦s½îtè»_urlgot_210,RWF_2000,train,fight,2
v_00726,train_Fight_t¢æµÄºµïìS+ïTñÉsÄàS+Çt+ñs¦ÅS+ÖµëôµP¦µûùµ«¦ FÇüµ¥+tP¼Tù¦sÅæTúÖS¦å_urlgot_267,RWF_2000,train,fight,2
v_00727,train_Fight_t¢æµÄºµïìS+ïTñÉsÄàS+Çt+ñs¦ÅS+ÖµëôµP¦µûùµ«¦ FÇüµ¥+tP¼Tù¦sÅæTúÖS¦å_urlgot_268,RWF_2000,train,fight,2
v_00728,train_Fight_t¢æµÄºµïìS+ïTñÉsÄàS+Çt+ñs¦ÅS+ÖµëôµP¦µûùµ«¦ FÇüµ¥+tP¼Tù¦sÅæTúÖS¦å_urlgot_279,RWF_2000,train,fight,2
v_00729,train_Fight_u-29uYuR2cg_0,RWF_2000,train,fight,2
v_00730,train_Fight_u1r8f71c_0,RWF_2000,train,fight,2
v_00731,train_Fight_u1r8f71c_1,RWF_2000,train,fight,2
v_00732,train_Fight_u1r8f71c_2,RWF_2000,train,fight,2
v_00733,train_Fight_u1r8f71c_3,RWF_2000,train,fight,2
v_00734,train_Fight_u1r8f71c_4,RWF_2000,train,fight,2
v_00735,train_Fight_u2Lkzfb0_0,RWF_2000,train,fight,2
v_00736,train_Fight_u2Lkzfb0_1,RWF_2000,train,fight,2
v_00737,train_Fight_u2Lkzfb0_2,RWF_2000,train,fight,2
v_00738,train_Fight_u2Lkzfb0_3,RWF_2000,train,fight,2
v_00739,train_Fight_uGGFPY75IYQ_0,RWF_2000,train,fight,2
v_00740,train_Fight_uGGFPY75IYQ_1,RWF_2000,train,fight,2
v_00741,train_Fight_uKFI67bUzfg_0,RWF_2000,train,fight,2
v_00742,train_Fight_uKFI67bUzfg_1,RWF_2000,train,fight,2
v_00743,train_Fight_uKFI67bUzfg_2,RWF_2000,train,fight,2
v_00744,train_Fight_uXf4C-YwbtM_1,RWF_2000,train,fight,2
v_00745,train_Fight_uXf4C-YwbtM_3,RWF_2000,train,fight,2
v_00746,train_Fight_ug2tQMG8DC0_0,RWF_2000,train,fight,2
v_00747,train_Fight_ug2tQMG8DC0_1,RWF_2000,train,fight,2
v_00748,train_Fight_ug2tQMG8DC0_2,RWF_2000,train,fight,2
v_00749,train_Fight_umOs1WLBkuo_0,RWF_2000,train,fight,2
v_00750,train_Fight_umOs1WLBkuo_1,RWF_2000,train,fight,2
v_00751,train_Fight_umOs1WLBkuo_2,RWF_2000,train,fight,2
v_00752,train_Fight_vBwKQfJYG1Q_0,RWF_2000,train,fight,2
v_00753,train_Fight_vBwKQfJYG1Q_1,RWF_2000,train,fight,2
v_00754,train_Fight_vBwKQfJYG1Q_2,RWF_2000,train,fight,2
v_00755,train_Fight_vBwKQfJYG1Q_3,RWF_2000,train,fight,2
v_00756,train_Fight_vBwKQfJYG1Q_4,RWF_2000,train,fight,2
v_00757,train_Fight_vBwKQfJYG1Q_5,RWF_2000,train,fight,2
v_00758,train_Fight_vBwKQfJYG1Q_6,RWF_2000,train,fight,2
v_00759,train_Fight_vQKHxtrdEHM_0,RWF_2000,train,fight,2
v_00760,train_Fight_vQKHxtrdEHM_1,RWF_2000,train,fight,2
v_00761,train_Fight_vQKHxtrdEHM_2,RWF_2000,train,fight,2
v_00762,train_Fight_vQKHxtrdEHM_3,RWF_2000,train,fight,2
v_00763,train_Fight_vQKHxtrdEHM_4,RWF_2000,train,fight,2
v_00764,train_Fight_vQKHxtrdEHM_5,RWF_2000,train,fight,2
v_00765,train_Fight_vQKHxtrdEHM_6,RWF_2000,train,fight,2
v_00766,train_Fight_vQKHxtrdEHM_7,RWF_2000,train,fight,2
v_00767,train_Fight_vQKHxtrdEHM_9,RWF_2000,train,fight,2
v_00768,train_Fight_videoplayback (1)_54,RWF_2000,train,fight,2
v_00769,train_Fight_videoplayback (1)_55,RWF_2000,train,fight,2
v_00770,train_Fight_videoplayback (2)_66,RWF_2000,train,fight,2
v_00771,train_Fight_videoplayback (2)_74,RWF_2000,train,fight,2
v_00772,train_Fight_videoplayback_92,RWF_2000,train,fight,2
v_00773,train_Fight_videoplayback_93,RWF_2000,train,fight,2
v_00774,train_Fight_videoplayback_94,RWF_2000,train,fight,2
v_00775,train_Fight_videoplayback_95,RWF_2000,train,fight,2
v_00776,train_Fight_w1T3NmEAt00_0,RWF_2000,train,fight,2
v_00777,train_Fight_wetrew_1195,RWF_2000,train,fight,2
v_00778,train_Fight_wetyh_1204,RWF_2000,train,fight,2
v_00779,train_Fight_wetyh_1205,RWF_2000,train,fight,2
v_00780,train_Fight_wetyh_1206,RWF_2000,train,fight,2
v_00781,train_Fight_wetyh_1207,RWF_2000,train,fight,2
v_00782,train_Fight_wetyh_1208,RWF_2000,train,fight,2
v_00783,train_Fight_wetyh_1223,RWF_2000,train,fight,2
v_00784,train_Fight_wetyh_1224,RWF_2000,train,fight,2
v_00785,train_Fight_wxdRVAZk_0,RWF_2000,train,fight,2
v_00786,train_Fight_wxdRVAZk_1,RWF_2000,train,fight,2
v_00787,train_Fight_xKq3hlefCUI_0,RWF_2000,train,fight,2
v_00788,train_Fight_xKq3hlefCUI_1,RWF_2000,train,fight,2
v_00789,train_Fight_xrlCdUaagHY_0,RWF_2000,train,fight,2
v_00790,train_Fight_z19nkHMw_0,RWF_2000,train,fight,2
v_00791,train_Fight_z19nkHMw_1,RWF_2000,train,fight,2
v_00792,train_Fight_z1WyVUv8_0,RWF_2000,train,fight,2
v_00793,train_Fight_z1WyVUv8_1,RWF_2000,train,fight,2
v_00794,train_Fight_z1WyVUv8_2,RWF_2000,train,fight,2
v_00795,train_Fight_z7dOEJwUpVk_0,RWF_2000,train,fight,2
v_00796,train_Fight_zuCTuKvj_0,RWF_2000,train,fight,2
v_00797,train_Fight_zuCTuKvj_1,RWF_2000,train,fight,2
v_00798,train_Fight_zuCTuKvj_2,RWF_2000,train,fight,2
v_00799,train_Fight_zuCTuKvj_3,RWF_2000,train,fight,2
v_00800,train_Fight_zuCTuKvj_5,RWF_2000,train,fight,2
v_00801,train_NonFight_-1l5631l3fg_0,RWF_2000,train,nonfight,1
v_00802,train_NonFight_-1l5631l3fg_1,RWF_2000,train,nonfight,1
v_00803,train_NonFight_0AvTZRYx_0,RWF_2000,train,nonfight,1
v_00804,train_NonFight_0GGPb4iO_0,RWF_2000,train,nonfight,1
v_00805,train_NonFight_0H2s9UJcNJ0_0,RWF_2000,train,nonfight,1
v_00806,train_NonFight_0H2s9UJcNJ0_1,RWF_2000,train,nonfight,1
v_00807,train_NonFight_0H2s9UJcNJ0_2,RWF_2000,train,nonfight,1
v_00808,train_NonFight_0NqPsSHdri8_0,RWF_2000,train,nonfight,1
v_00809,train_NonFight_0QSeuqzpcOQ_0,RWF_2000,train,nonfight,1
v_00810,train_NonFight_0QSeuqzpcOQ_1,RWF_2000,train,nonfight,1
v_00811,train_NonFight_0TFi8D8IBg4_0,RWF_2000,train,nonfight,1
v_00812,train_NonFight_0TP13Nyn_0,RWF_2000,train,nonfight,1
v_00813,train_NonFight_0YbzxGPE_0,RWF_2000,train,nonfight,1
v_00814,train_NonFight_0_DzLlklZa0_0,RWF_2000,train,nonfight,1
v_00815,train_NonFight_0_DzLlklZa0_1,RWF_2000,train,nonfight,1
v_00816,train_NonFight_0_DzLlklZa0_2,RWF_2000,train,nonfight,1
v_00817,train_NonFight_0_DzLlklZa0_3,RWF_2000,train,nonfight,1
v_00818,train_NonFight_0vasozvJYvk_0,RWF_2000,train,nonfight,1
v_00819,train_NonFight_0vasozvJYvk_1,RWF_2000,train,nonfight,1
v_00820,train_NonFight_0vasozvJYvk_2,RWF_2000,train,nonfight,1
v_00821,train_NonFight_0xoSMgad_0,RWF_2000,train,nonfight,1
v_00822,train_NonFight_11vr9Jho_0,RWF_2000,train,nonfight,1
v_00823,train_NonFight_14YZVngQ_0,RWF_2000,train,nonfight,1
v_00824,train_NonFight_16O0PIQP_0,RWF_2000,train,nonfight,1
v_00825,train_NonFight_18xQQOv5_0,RWF_2000,train,nonfight,1
v_00826,train_NonFight_1A3zEkCHBl8_0,RWF_2000,train,nonfight,1
v_00827,train_NonFight_1A3zEkCHBl8_1,RWF_2000,train,nonfight,1
v_00828,train_NonFight_1A3zEkCHBl8_2,RWF_2000,train,nonfight,1
v_00829,train_NonFight_1O4KGHbRt3M_0,RWF_2000,train,nonfight,1
v_00830,train_NonFight_1O4KGHbRt3M_1,RWF_2000,train,nonfight,1
v_00831,train_NonFight_1OXrIaQK_0,RWF_2000,train,nonfight,1
v_00832,train_NonFight_1QixA5m2_0,RWF_2000,train,nonfight,1
v_00833,train_NonFight_1Ytq2moWGdw_0,RWF_2000,train,nonfight,1
v_00834,train_NonFight_1ahhhDBQHxg_0,RWF_2000,train,nonfight,1
v_00835,train_NonFight_1dsLuL5Lvbc_0,RWF_2000,train,nonfight,1
v_00836,train_NonFight_1oEbrZhr_0,RWF_2000,train,nonfight,1
v_00837,train_NonFight_1r91ACCe_0,RWF_2000,train,nonfight,1
v_00838,train_NonFight_1tU4kxa51vw_0,RWF_2000,train,nonfight,1
v_00839,train_NonFight_1tU4kxa51vw_1,RWF_2000,train,nonfight,1
v_00840,train_NonFight_1tU4kxa51vw_2,RWF_2000,train,nonfight,1
v_00841,train_NonFight_24E0xYYUz44_0,RWF_2000,train,nonfight,1
v_00842,train_NonFight_24E0xYYUz44_1,RWF_2000,train,nonfight,1
v_00843,train_NonFight_24E0xYYUz44_2,RWF_2000,train,nonfight,1
v_00844,train_NonFight_2KMf6p5Q_0,RWF_2000,train,nonfight,1
v_00845,train_NonFight_2KvkZ4yo_0,RWF_2000,train,nonfight,1
v_00846,train_NonFight_2bBn7MLg_0,RWF_2000,train,nonfight,1
v_00847,train_NonFight_2gkuUVq1_0,RWF_2000,train,nonfight,1
v_00848,train_NonFight_310cmTrl_0,RWF_2000,train,nonfight,1
v_00849,train_NonFight_36zWWHlldS8_0,RWF_2000,train,nonfight,1
v_00850,train_NonFight_3CQi0ZCCHvc_0,RWF_2000,train,nonfight,1
v_00851,train_NonFight_3CQi0ZCCHvc_1,RWF_2000,train,nonfight,1
v_00852,train_NonFight_3CQi0ZCCHvc_2,RWF_2000,train,nonfight,1
v_00853,train_NonFight_3Edebh8P_0,RWF_2000,train,nonfight,1
v_00854,train_NonFight_3GUaHts0_0,RWF_2000,train,nonfight,1
v_00855,train_NonFight_3HCpeji1_0,RWF_2000,train,nonfight,1
v_00856,train_NonFight_3OKArbzg1uc_0,RWF_2000,train,nonfight,1
v_00857,train_NonFight_3SS0E4SmTk8_0,RWF_2000,train,nonfight,1
v_00858,train_NonFight_3SS0E4SmTk8_1,RWF_2000,train,nonfight,1
v_00859,train_NonFight_3SS0E4SmTk8_2,RWF_2000,train,nonfight,1
v_00860,train_NonFight_3TQqO4N8_0,RWF_2000,train,nonfight,1
v_00861,train_NonFight_3Vw7MoNBgx4_0,RWF_2000,train,nonfight,1
v_00862,train_NonFight_3Vw7MoNBgx4_1,RWF_2000,train,nonfight,1
v_00863,train_NonFight_3ZY4hpms_0,RWF_2000,train,nonfight,1
v_00864,train_NonFight_3djtKN3k_0,RWF_2000,train,nonfight,1
v_00865,train_NonFight_3kpviz7lAMY_0,RWF_2000,train,nonfight,1
v_00866,train_NonFight_3pRrZ9TS_0,RWF_2000,train,nonfight,1
v_00867,train_NonFight_3qsou7p57Nk_0,RWF_2000,train,nonfight,1
v_00868,train_NonFight_3qsou7p57Nk_1,RWF_2000,train,nonfight,1
v_00869,train_NonFight_3z7ncTuu_0,RWF_2000,train,nonfight,1
v_00870,train_NonFight_40l8LuP4_0,RWF_2000,train,nonfight,1
v_00871,train_NonFight_4Fqxw7Nl_0,RWF_2000,train,nonfight,1
v_00872,train_NonFight_4HH7yMU8y9A_0,RWF_2000,train,nonfight,1
v_00873,train_NonFight_4HH7yMU8y9A_1,RWF_2000,train,nonfight,1
v_00874,train_NonFight_4HH7yMU8y9A_2,RWF_2000,train,nonfight,1
v_00875,train_NonFight_4HH7yMU8y9A_3,RWF_2000,train,nonfight,1
v_00876,train_NonFight_4RgIlSIB_0,RWF_2000,train,nonfight,1
v_00877,train_NonFight_4RqDG4I4iAk_0,RWF_2000,train,nonfight,1
v_00878,train_NonFight_4RqDG4I4iAk_1,RWF_2000,train,nonfight,1
v_00879,train_NonFight_4RqDG4I4iAk_2,RWF_2000,train,nonfight,1
v_00880,train_NonFight_4fY0Iv4t_0,RWF_2000,train,nonfight,1
v_00881,train_NonFight_4grE6XdY_0,RWF_2000,train,nonfight,1
v_00882,train_NonFight_4jZvTj4j_0,RWF_2000,train,nonfight,1
v_00883,train_NonFight_4x9VdiCc_0,RWF_2000,train,nonfight,1
v_00884,train_NonFight_4yTlGiDoxBo_0,RWF_2000,train,nonfight,1
v_00885,train_NonFight_4yTlGiDoxBo_1,RWF_2000,train,nonfight,1
v_00886,train_NonFight_4yTlGiDoxBo_2,RWF_2000,train,nonfight,1
v_00887,train_NonFight_551_wlV44GU_0,RWF_2000,train,nonfight,1
v_00888,train_NonFight_551_wlV44GU_1,RWF_2000,train,nonfight,1
v_00889,train_NonFight_5CwYc67y_0,RWF_2000,train,nonfight,1
v_00890,train_NonFight_5RayT2Vy0EA_0,RWF_2000,train,nonfight,1
v_00891,train_NonFight_5RayT2Vy0EA_1,RWF_2000,train,nonfight,1
v_00892,train_NonFight_5RayT2Vy0EA_2,RWF_2000,train,nonfight,1
v_00893,train_NonFight_5ieZt2nc_0,RWF_2000,train,nonfight,1
v_00894,train_NonFight_5z1f5blMBdk_0,RWF_2000,train,nonfight,1
v_00895,train_NonFight_5zVqOS0l_0,RWF_2000,train,nonfight,1
v_00896,train_NonFight_6Dej3-k3MRE_0,RWF_2000,train,nonfight,1
v_00897,train_NonFight_6Dej3-k3MRE_1,RWF_2000,train,nonfight,1
v_00898,train_NonFight_6Dej3-k3MRE_2,RWF_2000,train,nonfight,1
v_00899,train_NonFight_6JmCJbug_0,RWF_2000,train,nonfight,1
v_00900,train_NonFight_6MSwCc0a_0,RWF_2000,train,nonfight,1
v_00901,train_NonFight_6YmBBzyX_0,RWF_2000,train,nonfight,1
v_00902,train_NonFight_6b254l7P_0,RWF_2000,train,nonfight,1
v_00903,train_NonFight_6hots6jj_0,RWF_2000,train,nonfight,1
v_00904,train_NonFight_6mrIIcAQ2fI_0,RWF_2000,train,nonfight,1
v_00905,train_NonFight_6mrIIcAQ2fI_1,RWF_2000,train,nonfight,1
v_00906,train_NonFight_6n48sGUq_0,RWF_2000,train,nonfight,1
v_00907,train_NonFight_7-e3_UW7L7U_0,RWF_2000,train,nonfight,1
v_00908,train_NonFight_7KXPekwe_0,RWF_2000,train,nonfight,1
v_00909,train_NonFight_7QgVKRHB_0,RWF_2000,train,nonfight,1
v_00910,train_NonFight_7R1m3V8C30g_0,RWF_2000,train,nonfight,1
v_00911,train_NonFight_7R1m3V8C30g_1,RWF_2000,train,nonfight,1
v_00912,train_NonFight_7icHwpC_d44_0,RWF_2000,train,nonfight,1
v_00913,train_NonFight_7qtRgyFsk3s_0,RWF_2000,train,nonfight,1
v_00914,train_NonFight_7qtRgyFsk3s_1,RWF_2000,train,nonfight,1
v_00915,train_NonFight_80ySNph9_0,RWF_2000,train,nonfight,1
v_00916,train_NonFight_85dkGMed_0,RWF_2000,train,nonfight,1
v_00917,train_NonFight_86lUShJD_0,RWF_2000,train,nonfight,1
v_00918,train_NonFight_88ndrvAZpE8_0,RWF_2000,train,nonfight,1
v_00919,train_NonFight_88ndrvAZpE8_1,RWF_2000,train,nonfight,1
v_00920,train_NonFight_8MuRpAyP_0,RWF_2000,train,nonfight,1
v_00921,train_NonFight_8PuNOqvh_0,RWF_2000,train,nonfight,1
v_00922,train_NonFight_8SWZq5we_fk_0,RWF_2000,train,nonfight,1
v_00923,train_NonFight_8SWZq5we_fk_1,RWF_2000,train,nonfight,1
v_00924,train_NonFight_8SWZq5we_fk_2,RWF_2000,train,nonfight,1
v_00925,train_NonFight_8U6x0VMW_0,RWF_2000,train,nonfight,1
v_00926,train_NonFight_8VqTmuq4HcI_0,RWF_2000,train,nonfight,1
v_00927,train_NonFight_8VqTmuq4HcI_1,RWF_2000,train,nonfight,1
v_00928,train_NonFight_8VqTmuq4HcI_2,RWF_2000,train,nonfight,1
v_00929,train_NonFight_8pKKdS7rhXo_0,RWF_2000,train,nonfight,1
v_00930,train_NonFight_9C_LQa7nnFg_0,RWF_2000,train,nonfight,1
v_00931,train_NonFight_9C_LQa7nnFg_1,RWF_2000,train,nonfight,1
v_00932,train_NonFight_9C_LQa7nnFg_2,RWF_2000,train,nonfight,1
v_00933,train_NonFight_9CeKXVvD_0,RWF_2000,train,nonfight,1
v_00934,train_NonFight_9F6pZn73_0,RWF_2000,train,nonfight,1
v_00935,train_NonFight_9GFNxpur_0,RWF_2000,train,nonfight,1
v_00936,train_NonFight_9Jss3rP1_0,RWF_2000,train,nonfight,1
v_00937,train_NonFight_9N4HikpX_0,RWF_2000,train,nonfight,1
v_00938,train_NonFight_9U8J4abJGDg_0,RWF_2000,train,nonfight,1
v_00939,train_NonFight_9haGKtHJ_0,RWF_2000,train,nonfight,1
v_00940,train_NonFight_9nFtxkJ7ywg_0,RWF_2000,train,nonfight,1
v_00941,train_NonFight_9qjOCoE7_0,RWF_2000,train,nonfight,1
v_00942,train_NonFight_9uvZbSsy_0,RWF_2000,train,nonfight,1
v_00943,train_NonFight_AEGjLggu_0,RWF_2000,train,nonfight,1
v_00944,train_NonFight_AF4Rk1I2_0,RWF_2000,train,nonfight,1
v_00945,train_NonFight_AG0ofjSP_0,RWF_2000,train,nonfight,1
v_00946,train_NonFight_API3q8TBGu4_0,RWF_2000,train,nonfight,1
v_00947,train_NonFight_API3q8TBGu4_1,RWF_2000,train,nonfight,1
v_00948,train_NonFight_ATDMY6PzK9U_0,RWF_2000,train,nonfight,1
v_00949,train_NonFight_AbD9xwut_0,RWF_2000,train,nonfight,1
v_00950,train_NonFight_Ae3RYgGF_0,RWF_2000,train,nonfight,1
v_00951,train_NonFight_Am9mUxPTvK4_0,RWF_2000,train,nonfight,1
v_00952,train_NonFight_AsGAgf8U2rk_0,RWF_2000,train,nonfight,1
v_00953,train_NonFight_Assault005_x264_0,RWF_2000,train,nonfight,1
v_00954,train_NonFight_Assault005_x264_1,RWF_2000,train,nonfight,1
v_00955,train_NonFight_Assault009_x264_0,RWF_2000,train,nonfight,1
v_00956,train_NonFight_Assault009_x264_1,RWF_2000,train,nonfight,1
v_00957,train_NonFight_Assault010_x264_0,RWF_2000,train,nonfight,1
v_00958,train_NonFight_Assault010_x264_1,RWF_2000,train,nonfight,1
v_00959,train_NonFight_Assault011_x264_0,RWF_2000,train,nonfight,1
v_00960,train_NonFight_Assault011_x264_1,RWF_2000,train,nonfight,1
v_00961,train_NonFight_AszvEN7z_0,RWF_2000,train,nonfight,1
v_00962,train_NonFight_B3UdlWcs_0,RWF_2000,train,nonfight,1
v_00963,train_NonFight_B6DO4tXb_0,RWF_2000,train,nonfight,1
v_00964,train_NonFight_BEoVUtDm_0,RWF_2000,train,nonfight,1
v_00965,train_NonFight_BKtajPcB_0,RWF_2000,train,nonfight,1
v_00966,train_NonFight_BOLcNZ5O_0,RWF_2000,train,nonfight,1
v_00967,train_NonFight_BOt8ZMpM_0,RWF_2000,train,nonfight,1
v_00968,train_NonFight_BUjGBAPb_0,RWF_2000,train,nonfight,1
v_00969,train_NonFight_BpargJW29Wo_0,RWF_2000,train,nonfight,1
v_00970,train_NonFight_BpargJW29Wo_1,RWF_2000,train,nonfight,1
v_00971,train_NonFight_C3cT1JGv_0,RWF_2000,train,nonfight,1
v_00972,train_NonFight_C4SQF-UZzkA_0,RWF_2000,train,nonfight,1
v_00973,train_NonFight_C4SQF-UZzkA_1,RWF_2000,train,nonfight,1
v_00974,train_NonFight_C4SQF-UZzkA_2,RWF_2000,train,nonfight,1
v_00975,train_NonFight_C76VU1PQ_0,RWF_2000,train,nonfight,1
v_00976,train_NonFight_C7Ty4ui5_0,RWF_2000,train,nonfight,1
v_00977,train_NonFight_C7sNO3e2_0,RWF_2000,train,nonfight,1
v_00978,train_NonFight_CKzrrb7E_0,RWF_2000,train,nonfight,1
v_00979,train_NonFight_CPGf41PN_0,RWF_2000,train,nonfight,1
v_00980,train_NonFight_CfPgoKqk_0,RWF_2000,train,nonfight,1
v_00981,train_NonFight_CqJB8ZWLZ-o_0,RWF_2000,train,nonfight,1
v_00982,train_NonFight_CqJB8ZWLZ-o_1,RWF_2000,train,nonfight,1
v_00983,train_NonFight_CqJB8ZWLZ-o_2,RWF_2000,train,nonfight,1
v_00984,train_NonFight_CqJB8ZWLZ-o_3,RWF_2000,train,nonfight,1
v_00985,train_NonFight_D6cjNRiP_0,RWF_2000,train,nonfight,1
v_00986,train_NonFight_DAMfrqpC_0,RWF_2000,train,nonfight,1
v_00987,train_NonFight_DIsQwAdR8MI_0,RWF_2000,train,nonfight,1
v_00988,train_NonFight_DL2gWMZA_0,RWF_2000,train,nonfight,1
v_00989,train_NonFight_DRlOjUNi_0,RWF_2000,train,nonfight,1
v_00990,train_NonFight_DThokDTW_0,RWF_2000,train,nonfight,1
v_00991,train_NonFight_DTq6Gu30-uA_0,RWF_2000,train,nonfight,1
v_00992,train_NonFight_DTq6Gu30-uA_1,RWF_2000,train,nonfight,1
v_00993,train_NonFight_DTq6Gu30-uA_2,RWF_2000,train,nonfight,1
v_00994,train_NonFight_DWEBHWM9_0,RWF_2000,train,nonfight,1
v_00995,train_NonFight_DX5wwFlF_0,RWF_2000,train,nonfight,1
v_00996,train_NonFight_DZdLP0rd_0,RWF_2000,train,nonfight,1
v_00997,train_NonFight_DjLWv5mr_0,RWF_2000,train,nonfight,1
v_00998,train_NonFight_DrKgJwIv_0,RWF_2000,train,nonfight,1
v_00999,train_NonFight_E0Huf4Qi0JE_0,RWF_2000,train,nonfight,1
v_01000,train_NonFight_E0rUpvbX_0,RWF_2000,train,nonfight,1
v_01001,train_NonFight_E2gqgFNyPL8_0,RWF_2000,train,nonfight,1
v_01002,train_NonFight_E2gqgFNyPL8_1,RWF_2000,train,nonfight,1
v_01003,train_NonFight_E2gqgFNyPL8_2,RWF_2000,train,nonfight,1
v_01004,train_NonFight_EBwt3Thb_0,RWF_2000,train,nonfight,1
v_01005,train_NonFight_EDaOod1H_0,RWF_2000,train,nonfight,1
v_01006,train_NonFight_EGhykgb4_0,RWF_2000,train,nonfight,1
v_01007,train_NonFight_ELL0jBUP_0,RWF_2000,train,nonfight,1
v_01008,train_NonFight_EUgjFWbm_0,RWF_2000,train,nonfight,1
v_01009,train_NonFight_EckGCByW_0,RWF_2000,train,nonfight,1
v_01010,train_NonFight_EizIwdII_0,RWF_2000,train,nonfight,1
v_01011,train_NonFight_F7W6PQ3V3y8_0,RWF_2000,train,nonfight,1
v_01012,train_NonFight_F7W6PQ3V3y8_1,RWF_2000,train,nonfight,1
v_01013,train_NonFight_F7W6PQ3V3y8_2,RWF_2000,train,nonfight,1
v_01014,train_NonFight_F7W6PQ3V3y8_3,RWF_2000,train,nonfight,1
v_01015,train_NonFight_FB3eqRE8_0,RWF_2000,train,nonfight,1
v_01016,train_NonFight_FKl98mfo_0,RWF_2000,train,nonfight,1
v_01017,train_NonFight_FPU7QpO4_0,RWF_2000,train,nonfight,1
v_01018,train_NonFight_FSaZ8wiFw8Q_0,RWF_2000,train,nonfight,1
v_01019,train_NonFight_FWsNU4WI_0,RWF_2000,train,nonfight,1
v_01020,train_NonFight_FZDDNtcaBcw_0,RWF_2000,train,nonfight,1
v_01021,train_NonFight_Fighting014_x264_0,RWF_2000,train,nonfight,1
v_01022,train_NonFight_Fighting014_x264_1,RWF_2000,train,nonfight,1
v_01023,train_NonFight_Fk3lg4wG_0,RWF_2000,train,nonfight,1
v_01024,train_NonFight_Fn4sSVbO_0,RWF_2000,train,nonfight,1
